"CellNumber","Cluster","DistanceToCentroid"
2386,1,134.811120934751
2387,1,255.971853464136
2388,2,299.277610471415
2389,3,165.979385363141
2390,1,148.025870712983
2391,5,68.9905096310177
2392,1,176.460645333066
2393,6,187.980112229998
2394,1,111.117349382874
2395,2,519.762345567451
2396,1,188.475350631447
2397,1,178.523969109643
2398,2,154.351934663517
2399,1,133.06543294949
2400,1,198.785601320399
2401,1,152.268536718212
2402,6,141.132691408393
2403,2,172.835456547218
2404,1,262.349713195157
2405,1,125.073500422282
2406,6,297.410465901227
2407,3,190.114122783677
2408,6,175.292827221297
2409,1,113.99729998242
2410,3,196.855776650626
2411,2,274.179450970771
2412,1,198.347533797774
2413,1,229.7265846991
2414,6,127.232367541675
2415,6,543.30385760638
2416,2,262.994908284467
2417,2,294.187401581226
2418,2,231.161145662984
2419,2,226.742226429196
2420,1,120.391873395359
2421,1,105.545665911514
2422,2,132.425123201264
2423,1,58.7417330027063
2424,2,268.328190752809
2425,1,76.1220036526701
2426,1,64.9234352577469
2427,1,318.70733170317
2428,2,398.913223263352
2429,1,351.11990876423
2430,1,156.969656967157
2431,3,682.814088811744
2432,1,204.274276836348
2433,1,98.2953398153296
2434,1,103.772064023879
2435,6,241.151141992712
2436,2,266.603987606985
2437,1,164.060261844474
2438,1,77.8009952328233
2439,1,82.8836392255473
2440,2,296.19399125008
2441,1,341.424745376407
2442,2,143.437557651014
2443,2,202.344164992149
2444,5,52.5586072899379
2445,1,83.4308110638607
2446,1,95.9170614084408
2447,1,222.866455572284
2448,6,534.48104495731
2449,1,235.214386982055
2450,2,119.900187448396
2451,1,338.199416619938
2452,1,102.673010914296
2453,1,78.5609158499688
2454,3,219.623961473905
2455,3,214.777511640735
2456,3,136.185724644039
2457,2,222.612919708279
2458,3,166.251569744521
2459,1,113.550654571521
2460,1,386.599185842414
2461,5,103.116706408347
2462,1,200.87603188379
2463,1,202.319750074552
2464,6,140.690047365754
2465,1,239.340750698027
2466,2,156.372909956354
2467,2,261.345142865135
2468,1,169.809229647869
2469,1,580.552930888365
2470,1,109.523320006904
2471,3,492.897906696143
2472,5,201.701498933126
2473,3,243.379658504643
2474,6,171.608735464442
2475,3,239.075219496727
2476,1,183.669852287753
2477,1,68.1013829106912
2478,6,224.029336820894
2479,1,301.055055460671
2480,1,133.77105655523
2481,3,253.845476762188
2482,1,168.251041903521
2483,3,323.763136255024
2484,3,311.803609446971
2485,3,229.263788854188
2486,3,270.403654960978
2487,3,105.392442247291
2488,1,102.203623255212
2489,1,222.934018833262
2490,2,295.511008994141
2491,2,274.331490288379
2492,6,615.833880925141
2493,1,118.137163301333
2494,6,237.727883662636
2495,6,216.556941564716
2496,1,84.6563052841681
2497,6,148.758587487076
2498,3,248.64061359364
2499,1,129.913771865623
2500,6,103.370411397243
2501,1,208.722829606747
2502,3,424.840119970435
2503,2,317.79894738646
2504,1,126.384543678792
2505,3,183.561613461057
2506,1,131.245224720594
2507,3,195.729242357463
2508,1,88.9175238050103
2509,1,115.948916288397
2510,3,143.339918254368
2511,2,181.737197738133
2512,1,145.67170620896
2513,2,211.698944073736
2514,1,80.6251253056214
2515,5,80.8387353924853
2516,1,100.135008618115
2517,1,134.281953362502
2518,2,248.098058066465
2519,2,164.589773809956
2520,5,58.6171398774456
2521,1,291.508111085926
2522,1,119.783624388198
2523,3,145.87317433352
2524,3,198.116805141659
2525,3,157.901275155805
2526,1,134.618179969231
2527,6,248.890835673525
2528,1,133.129931761833
2529,5,99.577746074976
2530,5,80.8196263190609
2531,1,254.939760895608
2532,1,203.329409032566
2533,2,215.085864945369
2534,1,148.378075063975
2535,5,68.0617973292454
2536,3,370.233900920592
2537,1,111.603198361177
2538,3,319.558632777297
2539,1,105.088645234162
2540,1,108.984549274092
2541,1,273.910690005024
2542,1,123.691854986675
2543,6,250.803987699249
2544,3,178.510153632604
2545,1,206.347959899557
2546,1,187.408472222985
2547,5,128.444782854688
2548,1,502.806432663909
2549,3,199.168865574178
2550,1,170.134543325397
2551,1,164.800846311206
2552,1,92.4632685888683
2553,3,146.317622183765
2554,2,244.089840095309
2555,1,136.195358231045
2556,7,365.970170437933
2557,3,402.270464825883
2558,1,161.298600433651
2559,3,210.556991929735
2560,1,93.2272103557279
2561,3,128.311862198293
2562,1,139.282211238063
2563,5,137.739224678938
2564,6,363.570414577411
2565,6,232.202176440031
2566,1,606.246210728125
2567,3,156.108002256757
2568,3,69.6032166266741
2569,3,209.962440641184
2570,1,104.459770960739
2571,1,144.796755929901
2572,5,71.2996387432465
2573,1,101.224676411415
2574,1,201.076460615555
2575,6,512.354872692426
2576,6,188.956089781273
2577,1,59.8027233520412
2578,1,172.118407846542
2579,1,451.399828931222
2580,6,207.33160674273
2581,3,280.727275340139
2582,3,176.578660577035
2583,3,256.344927458631
2584,3,222.64606847904
2585,3,431.593371511596
2586,3,228.182400847725
2587,1,100.768021691374
2588,2,119.276776802392
2589,3,175.254461301984
2590,3,165.248556442993
2591,1,111.712716437794
2592,6,74.2630382583328
2593,1,1281.49228401044
2594,1,73.6662674697351
2595,1,186.234237051151
2596,2,266.964809887163
2597,6,196.780140145002
2598,1,178.602938007095
2599,3,400.014763295232
2600,3,189.306420764325
2601,2,250.428843075925
2602,1,113.796276729441
2603,1,156.958762074802
2604,3,1572.11180982523
2605,1,120.580085689539
2606,6,183.841516029785
2607,1,143.715906166343
2608,1,164.06147458773
2609,6,245.280889260301
2610,1,81.6499802158457
2611,2,172.385635097238
2612,2,306.415388067189
2613,2,144.825278187815
2614,2,303.014608284259
2615,2,247.322716112448
2616,1,190.135467160925
2617,2,147.402356348998
2618,1,117.700809017789
2619,1,138.366322353178
2620,2,282.512527864877
2621,3,192.638717488403
2622,1,115.473230911081
2623,1,102.92287391645
2624,1,142.872311931521
2625,1,72.3413970074544
2626,2,192.842539968632
2627,3,361.405419508475
2628,1,170.279286992248
2629,1,60.6196044323187
2630,1,92.9003938492096
2631,1,172.077017195183
2632,2,282.094928139984
2633,1,131.50538744375
2634,6,245.209728230013
2635,2,290.710484644564
2636,6,154.164312308816
2637,1,120.057365129993
2638,1,118.765784475753
2639,3,161.844497116268
2640,1,338.34853521895
2641,2,198.095590950507
2642,1,175.508931910092
2643,1,100.81628922903
2644,3,104.928457680606
2645,2,209.170797587497
2646,1,129.489211367967
2647,1,122.167789449789
2648,3,306.060458077751
2649,2,287.620415793731
2650,1,136.272300759261
2651,3,368.748392215809
2652,1,149.795423727493
2653,6,123.869837727055
2654,1,112.498511691861
2655,3,412.194471168485
2656,1,183.38092179106
2657,1,85.0589851811948
2658,2,101.476135766027
2659,1,176.11605231218
2660,3,393.62919129068
2661,1,55.3408144486416
2662,1,431.273980824171
2663,3,182.356620017895
2664,5,90.6517898176617
2665,1,142.363253688144
2666,1,305.74392414035
2667,1,163.674094262519
2668,5,159.957442258111
2669,1,77.8727016562098
2670,6,245.534396606469
2671,1,93.2485670478091
2672,3,436.749695762807
2673,2,125.689601682067
2674,2,254.142544457718
2675,2,302.870330454081
2676,1,151.832878425239
2677,3,446.462327344717
2678,1,112.489511666907
2679,1,95.9164832888608
2680,2,157.670029805247
2681,6,168.697282712559
2682,6,512.918130184612
2683,1,97.8020540195695
2684,1,134.064518671497
2685,3,306.39412743446
2686,1,913.448320300497
2687,6,278.955169717461
2688,3,143.307796365582
2689,1,188.125602155597
2690,6,551.920868479459
2691,2,190.081649534925
2692,2,228.284991411044
2693,6,164.198739361605
2694,1,133.823756252287
2695,3,160.446853543572
2696,6,114.298846836492
2697,1,188.477595896245
2698,2,126.356949507914
2699,6,519.041784567964
2700,3,172.41496943583
2701,1,136.997246407974
2702,1,125.484850457103
2703,3,255.453358652783
2704,3,141.406919863903
2705,1,92.5857851958745
2706,1,136.659945050628
2707,1,127.821318447807
2708,1,108.930653778276
2709,3,119.096181471893
2710,1,88.9466807236376
2711,1,70.3033561138489
2712,1,131.66735962449
2713,1,137.116097781039
2714,3,317.834427530723
2715,3,101.582685981706
2716,1,148.489260444239
2717,1,205.8246725092
2718,3,100.18568353125
2719,1,114.10357792199
2720,1,138.393126580748
2721,1,271.566096305798
2722,1,74.68562373358
2723,1,146.405956122052
2724,3,520.210253390659
2725,1,86.0798518997621
2726,3,181.173436755832
2727,2,133.744818797862
2728,6,531.854472555096
2729,1,160.028554226991
2730,3,129.223985281022
2731,1,188.005775625968
2732,2,267.850252359419
2733,1,98.6112490049201
2734,1,160.498237674966
2735,2,92.9691184674476
2736,1,160.607039599061
2737,6,182.733738523134
2738,1,96.0060475225876
2739,1,82.205710482573
2740,3,352.841637262065
2741,1,188.831969090487
2742,2,164.500633857788
2743,1,288.338279579467
2744,1,53.8946600056493
2745,1,601.997434510995
2746,3,177.012131509089
2747,1,86.2938514956724
2748,2,303.767581540989
2749,1,82.2785892219314
2750,3,157.39089268697
2751,1,130.091956732555
2752,1,207.888866139705
2753,2,205.630087996148
2754,1,677.875161307287
2755,3,512.530911027621
2756,6,147.543635789184
2757,1,142.383908937198
2758,3,113.484958939741
2759,2,215.321288795281
2760,1,181.552516912448
2761,1,148.992926516589
2762,1,134.997242326123
2763,1,97.5998026850664
2764,1,178.673524356499
2765,1,173.024117239853
2766,1,76.7737941137603
2767,3,81.9215096972158
2768,1,168.141733057123
2769,2,310.71679829922
2770,1,78.4612777812267
2771,6,574.83375206467
2772,1,115.813738649598
2773,1,104.246259422514
2774,1,113.379900866385
2775,6,154.476994730909
2776,2,331.71422224884
2777,1,121.894477619067
2778,1,182.044336898803
2779,6,610.934452364651
2780,5,106.83987807092
2781,2,242.976951696506
2782,2,351.594364402961
2783,2,218.647396361335
2784,1,157.997264770813
2785,2,249.650165703033
2786,2,255.187067853258
2787,3,334.56102771313
2788,2,438.153005883596
2789,1,91.1122980369526
2790,1,153.182146402366
2791,2,206.377047117884
2792,6,555.181361720981
2793,2,137.133689670718
2794,1,128.264498889224
2795,1,143.975085910638
2796,1,235.277300536896
2797,1,87.5775499180613
2798,1,307.213439025171
2799,1,130.104398002956
2800,6,211.01595232417
2801,3,121.590132198501
2802,2,164.6051406822
2803,2,301.409161282902
2804,2,329.379582316738
2805,3,288.205646456281
2806,1,72.3037802520384
2807,1,309.705518375369
2808,1,98.9966419604966
2809,2,365.709522050233
2810,1,103.984741194518
2811,5,76.9530721831357
2812,1,107.058920371116
2813,1,112.62164760234
2814,1,128.939506371907
2815,1,395.79981040254
2816,2,104.239015179175
2817,1,376.120833771952
2818,3,376.782601632733
2819,1,154.409652335022
2820,3,150.828645521461
2821,3,191.84005491967
2822,7,347.736588349854
2823,2,254.735783969533
2824,6,133.688741006882
2825,2,176.179330807525
2826,3,139.561118563087
2827,3,220.767433060496
2828,3,366.508491886717
2829,6,517.53737250026
2830,3,243.548849714882
2831,3,222.725143868237
2832,6,237.918318817981
2833,1,291.008516921986
2834,6,211.367988881836
2835,2,191.298203222261
2836,1,136.052135094157
2837,1,196.855726383701
2838,2,274.405468014604
2839,1,93.6583641824084
2840,3,217.708865977065
2841,1,58.3982866175326
2842,2,109.380107516032
2843,6,196.458901953332
2844,1,205.992398476582
2845,3,238.596401317839
2846,2,203.314983204773
2847,5,127.42218153598
2848,1,117.519373458816
2849,2,443.012221925672
2850,6,197.126751599586
2851,1,200.468168526628
2852,1,150.988217465429
2853,1,129.89893964383
2854,1,234.939356655631
2855,2,231.794328928138
2856,5,65.5256973136802
2857,1,136.537688726845
2858,6,140.924255732497
2859,6,135.459212469732
2860,1,146.579723961355
2861,1,134.501154950955
2862,6,116.70905631069
2863,6,265.026891148425
2864,2,212.337862826308
2865,1,157.290285113087
2866,3,222.676028599445
2867,6,549.432166293604
2868,2,749.373240822748
2869,1,90.1859528599953
2870,2,186.865434339875
2871,2,210.257149256006
2872,6,180.010731682897
2873,1,184.210483657872
2874,3,218.609256405303
2875,1,55.6851171157015
2876,2,251.823870701578
2877,5,115.611104655494
2878,6,297.209743439122
2879,2,120.765196487705
2880,2,281.875711398993
2881,1,101.49262224528
2882,4,624.009267355984
2883,1,134.720009836983
2884,1,151.88740439242
2885,6,195.259131387876
2886,2,316.905174533025
2887,3,140.791198388067
2888,2,248.150687419814
2889,1,152.898101886947
2890,1,60.9350716158411
2891,3,111.825645825994
2892,3,139.242368066849
2893,1,69.3917288598861
2894,2,732.777317540742
2895,2,203.502369114743
2896,1,196.659883019631
2897,1,195.832966606855
2898,1,97.0272162721389
2899,1,344.345453484657
2900,1,215.624599601552
2901,1,123.963316807459
2902,6,180.832501969554
2903,1,168.17955603262
2904,3,149.355675745726
2905,1,70.7383938881012
2906,2,143.903196866865
2907,1,246.821005441734
2908,1,142.315501367473
2909,1,125.147363814226
2910,3,193.369038138502
2911,1,112.792976269841
2912,6,372.451213181374
2913,1,142.191381936891
2914,2,308.452369335735
2915,1,97.5347953251801
2916,3,178.743607875036
2917,6,328.157348314147
2918,1,168.621070483619
2919,6,313.260374070735
2920,1,236.200081620368
2921,6,323.156001644198
2922,2,171.919495513974
2923,1,142.158152568607
2924,6,469.258430831229
2925,1,163.786328801484
2926,6,223.310675128363
2927,1,127.198887202285
2928,1,215.997589616206
2929,2,215.823341151605
2930,1,112.357128935161
2931,3,145.760343671785
2932,1,187.536939855136
2933,2,130.582519814342
2934,1,100.845705855548
2935,2,149.331652823764
2936,1,83.4376383180911
2937,1,139.138030858384
2938,2,244.983785439314
2939,3,233.381066010054
2940,2,269.446847839343
2941,2,177.877850364092
2942,6,178.380863730232
2943,1,255.127986470625
2944,6,280.808728358996
2945,3,468.409216610441
2946,6,290.954210427881
2947,3,403.792392230327
2948,3,263.463134358341
2949,6,246.193299070205
2950,5,122.266425177106
2951,2,181.647193547574
2952,3,192.144937398899
2953,1,133.323454334902
2954,3,236.719615040427
2955,2,181.050652632422
2956,1,95.8632374595104
2957,1,197.023851418759
2958,1,132.751109709688
2959,2,198.31362747802
2960,1,125.725084480444
2961,5,49.5273203498955
2962,1,136.894140598919
2963,1,206.767489166573
2964,3,109.241980909612
2965,5,100.747063366596
2966,1,217.832649758305
2967,2,668.389617381842
2968,1,1213.83246550465
2969,1,111.296130701601
2970,2,458.95300146367
2971,6,135.147417192008
2972,1,144.234389147162
2973,1,117.844647957495
2974,2,218.349114901156
2975,1,152.054753810086
2976,2,334.190701805756
2977,3,205.662646400005
2978,1,177.670007478043
2979,1,141.207831085505
2980,2,291.175560394339
2981,1,105.144767862713
2982,1,124.43719284226
2983,2,226.337949419562
2984,1,150.691174899118
2985,6,155.131897331972
2986,2,264.338399194634
2987,3,164.870306863136
2988,2,110.4349377014
2989,2,160.257032397191
2990,5,123.509047664609
2991,3,509.308492354804
2992,3,154.92969992834
2993,1,145.610919972566
2994,1,90.3441123069446
2995,1,111.000461932173
2996,1,105.514953466437
2997,3,314.255902914634
2998,2,229.864074075731
2999,3,174.271264028353
3000,5,82.834349982176
3001,2,158.559681750095
3002,1,108.978619785641
3003,6,346.199898228047
3004,1,127.301045444849
3005,1,105.29036674055
3006,3,151.808086040229
3007,1,54.034059234259
3008,1,128.240729577228
3009,1,222.208776046912
3010,1,156.192001764732
3011,2,99.7002611075504
3012,3,128.515264683198
3013,3,483.766077573935
3014,1,93.7073404851482
3015,3,262.883644833977
3016,6,180.498473699531
3017,3,418.419449594862
3018,6,192.383668155013
3019,2,183.801050594554
3020,6,217.168604069527
3021,2,114.283342504149
3022,2,166.034040052815
3023,2,194.795259970554
3024,3,199.227206177178
3025,3,146.069685735365
3026,6,344.413084002562
3027,1,435.884104856917
3028,1,326.708028332896
3029,1,140.911436035344
3030,6,227.305969400561
3031,1,72.0967103259333
3032,1,174.920788498559
3033,3,108.95758106497
3034,1,111.235981526269
3035,1,189.772161035019
3036,1,108.946103246279
3037,1,277.983089382342
3038,1,127.122717095825
3039,5,84.7861068037547
3040,1,95.6829062429049
3041,3,122.697465956107
3042,1,107.770874242865
3043,1,109.964567141679
3044,3,200.395615108325
3045,1,154.87878565734
3046,1,182.944111805781
3047,3,1531.94486090458
3048,1,130.818886480858
3049,2,213.979893161997
3050,1,292.87167976166
3051,1,111.030803933401
3052,1,173.660693338564
3053,6,201.621739847804
3054,1,114.248700785137
3055,2,236.008683164667
3056,1,70.4435227687112
3057,1,84.5558038814785
3058,2,246.029083141027
3059,6,164.328237816266
3060,3,364.939690362408
3061,6,129.647541618505
3062,1,91.1555053960604
3063,3,226.063633090258
3064,1,113.06321712768
3065,1,110.194622320449
3066,6,343.203549013259
3067,1,81.5572708576882
3068,2,167.406256305923
3069,1,224.652060476855
3070,1,83.3137011543185
3071,2,222.294434012129
3072,1,92.5099040881437
3073,5,137.823198784599
3074,2,349.031138844451
3075,6,241.678872733444
3076,6,248.060517635729
3077,1,178.85095421013
3078,1,242.043296312331
3079,3,109.227353879992
3080,1,180.903134924859
3081,1,515.706824563477
3082,1,105.546822174738
3083,6,538.07484036897
3084,1,178.370848802578
3085,3,444.415633886312
3086,1,154.709439042617
3087,1,162.836004413257
3088,1,241.044950127912
3089,1,318.672637178753
3090,1,130.559070005539
3091,1,155.843953260164
3092,1,110.375730654201
3093,6,105.526720610913
3094,6,256.18953971963
3095,1,73.9343684951528
3096,2,182.382408518913
3097,3,203.980495093549
3098,1,146.463573005619
3099,1,160.204928813477
3100,1,160.95384079399
3101,1,112.981386888058
3102,6,136.056518459657
3103,1,340.437800631027
3104,2,158.50348695245
3105,1,71.2274003593253
3106,1,69.9774296955475
3107,2,237.503316739497
3108,1,140.847011804349
3109,1,93.5356479069111
3110,3,356.399891599942
3111,1,109.402019108499
3112,1,160.21791305731
3113,6,150.211388637066
3114,1,154.105854595742
3115,1,76.913265588894
3116,3,147.371887497372
3117,1,70.9698794068011
3118,3,97.8758861417677
3119,1,200.648656601179
3120,1,93.3184879855731
3121,1,144.70428584305
3122,1,283.052846084592
3123,6,555.861259417206
3124,6,555.437134407796
3125,1,77.6898497325579
3126,1,115.742971919491
3127,1,107.28395996669
3128,1,184.426392773927
3129,2,307.338581312751
3130,1,274.34428648151
3131,2,765.102602513035
3132,6,208.089719915262
3133,1,109.286940729939
3134,2,394.652147931461
3135,1,117.419917274971
3136,2,292.855433424131
3137,1,105.08479404813
3138,1,348.25633343622
3139,1,91.828455721327
3140,1,207.698306460861
3141,1,130.464174531429
3142,3,211.863116198446
3143,2,273.256499776301
3144,6,255.87711748807
3145,1,223.944558261261
3146,1,175.571814205661
3147,1,97.8815294372488
3148,3,224.996957001935
3149,6,100.359725490307
3150,1,101.118605140955
3151,1,121.981529110599
3152,2,124.928711698188
3153,6,224.230163332512
3154,1,98.1917403168688
3155,1,157.992281518549
3156,6,181.666946255643
3157,1,148.676029722624
3158,2,301.132000380902
3159,6,216.083513128228
3160,2,136.431211620672
3161,1,124.232354562357
3162,3,264.523647741218
3163,1,200.790681966645
3164,1,165.448537031222
3165,1,112.591801569712
3166,1,116.275655382877
3167,1,192.409012612635
3168,1,230.83336207525
3169,3,222.389450543163
3170,2,111.741016824386
3171,5,123.585991980095
3172,2,234.173205106513
3173,1,118.87705477876
3174,3,200.374268782764
3175,3,424.537406017107
3176,1,68.8840485655146
3177,2,320.880685685809
3178,1,93.6522452513557
3179,3,857.205129184266
3180,6,466.514055948013
3181,1,160.220024386608
3182,5,109.576703277071
3183,1,144.413936469614
3184,3,286.872356952704
3185,2,223.128375025617
3186,1,197.932187395506
3187,5,94.1829216371645
3188,6,104.307038529891
3189,2,230.182200497994
3190,1,120.684895422805
3191,2,193.835627392559
3192,1,82.4480424473041
3193,1,103.620911072318
3194,1,116.622302044635
3195,5,111.787805815425
3196,2,216.784500785262
3197,6,551.621012596815
3198,2,308.743321130715
3199,1,147.923366993395
3200,2,232.975218830039
3201,3,585.784668890557
3202,3,153.713595585025
3203,2,315.816401492034
3204,1,154.943696547781
3205,2,180.830223094938
3206,3,370.789904833138
3207,3,199.47846927689
3208,1,154.510997051527
3209,1,139.341978162815
3210,6,138.013061324178
3211,2,164.111677279448
3212,1,1243.63339368801
3213,1,175.32688000474
3214,1,108.466591212263
3215,1,105.661562380196
3216,1,338.567273293961
3217,1,226.939490466047
3218,2,310.41983715002
3219,2,427.132156982738
3220,3,128.30058516816
3221,1,151.782693787828
3222,2,124.911767011336
3223,1,115.915836086978
3224,2,134.220598119173
3225,1,127.599099530005
3226,1,99.6307965539818
3227,2,95.218207789701
3228,1,199.709328630184
3229,1,72.083717478497
3230,6,125.72304669112
3231,2,264.803743885457
3232,1,231.602140513471
3233,1,181.868893605239
3234,1,123.383470426945
3235,1,261.655433295953
3236,2,132.985615519554
3237,1,136.810942310474
3238,6,307.973697791593
3239,1,150.296044401059
3240,1,99.1842945536318
3241,1,358.850232026592
3242,1,112.666414167761
3243,1,122.987345856614
3244,6,254.388789864016
3245,3,220.783687045466
3246,1,719.749979408515
3247,3,101.508561411582
3248,6,258.169837698386
3249,1,109.802132339718
3250,1,177.118007843061
3251,3,86.6173964390888
3252,3,305.497742949239
3253,2,150.483037777275
3254,1,140.664093865375
3255,1,146.191222484779
3256,5,145.690921943411
3257,1,100.746821391894
3258,1,126.197718231775
3259,1,356.76680198177
3260,1,114.758543616422
3261,2,96.1091514945935
3262,2,408.395351138677
3263,1,70.1051863870038
3264,1,311.588511145088
3265,1,196.516856804265
3266,1,80.4385717901586
3267,1,132.530020156962
3268,2,251.772229435335
3269,6,233.07495234756
3270,2,179.670316465248
3271,1,97.508612509608
3272,2,270.399546615795
3273,2,333.609316524905
3274,3,178.817959388146
3275,6,341.146937911031
3276,2,194.51626613905
3277,6,518.88535201592
3278,1,131.254199757624
3279,6,584.463552769354
3280,3,899.230546403324
3281,6,219.754893019883
3282,3,230.587347463016
3283,2,162.857886683479
3284,3,273.351927066504
3285,2,223.777938751743
3286,1,145.767517404489
3287,3,150.062832782553
3288,2,143.786053857289
3289,2,180.249387710414
3290,2,168.885730279077
3291,2,291.070084423301
3292,1,196.729848421557
3293,3,197.860858158152
3294,1,1250.43252518671
3295,1,126.893700659088
3296,3,316.530893633844
3297,1,79.1923780950264
3298,3,494.795689500096
3299,3,357.036299466166
3300,6,211.681834480345
3301,1,136.71105732434
3302,1,102.584751885508
3303,3,377.907885057275
3304,1,250.628959559641
3305,3,187.605368215573
3306,6,232.082302276221
3307,6,198.758744319033
3308,3,329.544840594739
3309,3,198.884416836158
3310,1,131.17329698512
3311,1,218.450026721323
3312,1,201.625553103434
3313,1,115.535790724037
3314,1,104.011287298931
3315,1,120.722649981295
3316,3,147.071306507348
3317,5,101.433543698782
3318,2,142.442485009076
3319,1,105.230179078973
3320,2,191.598454079261
3321,2,239.578482880337
3322,2,219.591757051488
3323,1,188.949498661808
3324,2,102.16924141314
3325,1,145.672136142251
3326,3,290.151449643038
3327,1,174.486458523836
3328,3,154.27167982111
3329,1,194.800092508857
3330,3,119.403893107796
3331,6,107.176184233685
3332,1,156.765041826877
3333,1,312.682629416056
3334,2,259.773489767255
3335,1,87.9660802229188
3336,2,279.259857368707
3337,1,284.43775032079
3338,1,105.36701115741
3339,6,171.393950262114
3340,1,130.065019519207
3341,1,106.49546479423
3342,1,197.462539043512
3343,1,114.453705120248
3344,3,193.992015660497
3345,1,288.183881958109
3346,3,172.166068406361
3347,1,95.2207130388253
3348,3,176.412497758383
3349,1,218.554328851599
3350,1,174.90442393836
3351,3,507.768389137233
3352,1,105.619927857143
3353,1,133.495638462422
3354,1,114.283309019114
3355,1,293.638279096395
3356,5,135.450530039783
3357,2,270.813846390123
3358,3,382.700092098758
3359,1,263.5805337855
3360,3,89.6920816949013
3361,1,163.31660371348
3362,1,102.418009023342
3363,3,271.758345207778
3364,1,130.35784913519
3365,1,123.158802430395
3366,2,213.15502415876
3367,1,164.010855012669
3368,5,95.4310285675605
3369,1,140.059578072117
3370,1,267.693486228735
3371,1,198.175148374477
3372,3,422.740764374412
3373,2,263.538733126313
3374,3,166.044996228726
3375,1,253.322180644063
3376,1,172.79797369963
3377,3,194.480565266422
3378,2,197.036099702439
3379,2,240.901268364039
3380,6,501.421293378773
3381,1,117.343396708555
3382,1,137.000428819575
3383,1,92.0034878569461
3384,1,279.052504406987
3385,6,227.612429265617
3386,1,116.024388933224
3387,1,251.577182896269
3388,6,225.586761960384
3389,1,102.455760975997
3390,1,154.831968600108
3391,6,586.844083952222
3392,1,256.454095688501
3393,6,177.175840051442
3394,3,449.332614880747
3395,6,118.773288726777
3396,2,187.568448795971
3397,1,130.802056464114
3398,1,155.072074273225
3399,2,169.531020612706
3400,3,49.5543995225713
3401,1,154.061947841552
3402,1,127.526253919203
3403,5,59.1881353883372
3404,1,102.929056226801
3405,3,497.984680505721
3406,2,272.073691119358
3407,1,95.0101122965235
3408,1,145.656884146151
3409,2,232.60117163292
3410,1,119.109630406138
3411,6,700.917170358889
3412,1,100.335059173076
3413,2,270.49629081066
3414,3,194.659446296095
3415,6,261.956469204598
3416,3,494.003157387495
3417,6,264.123792312504
3418,2,272.449196434966
3419,3,404.477958207814
3420,6,103.110315487947
3421,1,103.391846630732
3422,1,102.000014017519
3423,1,206.890465414576
3424,1,257.696792286002
3425,6,182.50368310322
3426,2,258.818016619397
3427,3,132.453159202806
3428,5,66.8063374302045
3429,2,166.74177826125
3430,1,191.426594283832
3431,1,65.6397336436625
3432,1,161.439744261517
3433,2,275.911489002421
3434,1,148.7952312472
3435,6,111.26178334109
3436,5,85.5089815432748
3437,1,177.004930731456
3438,1,93.4327418942873
3439,3,190.414186903947
3440,3,135.235726267962
3441,1,104.891215394369
3442,1,124.908890061455
3443,1,162.985199880943
3444,1,151.280406373517
3445,1,283.907584586776
3446,1,152.004948975958
3447,3,250.982985739699
3448,1,111.524824346934
3449,3,169.420630467317
3450,1,140.473451500191
3451,6,204.6100706196
3452,6,399.75110296051
3453,1,127.756772014544
3454,1,114.552446191937
3455,1,91.5696960787016
3456,1,108.271542237757
3457,1,146.546589017084
3458,1,114.96978885879
3459,2,235.442897633464
3460,6,173.015011647699
3461,2,142.718313448892
3462,1,176.045392516755
3463,6,161.630496842932
3464,1,158.114858343918
3465,6,139.554302192109
3466,6,497.251419654603
3467,6,583.321776883123
3468,3,164.482887727725
3469,2,173.234580418059
3470,1,217.329490754581
3471,1,68.2587539615079
3472,2,156.643810411036
3473,1,212.841519233528
3474,2,240.10142399632
3475,6,509.041284153011
3476,1,158.644248908301
3477,6,167.418424663689
3478,1,102.016068732895
3479,3,477.236979478697
3480,1,111.425736864091
3481,3,137.511653865984
3482,2,307.667039388332
3483,1,100.618709325195
3484,1,158.397366373845
3485,3,192.956283342613
3486,1,1178.18964427697
3487,5,90.5313303907474
3488,1,62.9692525162398
3489,2,235.165935347223
3490,1,129.233961479621
3491,3,159.811998536662
3492,5,161.121030687417
3493,1,112.498534244392
3494,1,239.989783654692
3495,1,118.174622884128
3496,2,150.019074002828
3497,4,649.843567492146
3498,3,1328.55314091214
3499,2,299.221224786664
3500,2,194.362850800689
3501,3,203.177555831381
3502,3,436.394930572871
3503,2,313.370112914397
3504,1,233.727558182674
3505,1,155.935255922257
3506,1,228.303309333616
3507,2,196.780737853023
3508,6,127.644186363147
3509,2,218.379949588193
3510,6,523.488212530065
3511,1,168.585791241157
3512,1,252.570235156721
3513,1,190.57158592365
3514,1,190.828634804193
3515,1,120.820339516817
3516,2,378.388163258065
3517,1,186.909932816492
3518,1,80.3795323016433
3519,1,155.754955522968
3520,3,160.020631523973
3521,1,86.8155394570508
3522,1,171.776525808316
3523,1,126.551336555743
3524,1,207.552179157362
3525,3,472.510199285535
3526,1,169.088250045767
3527,1,146.583783547866
3528,3,128.575824941137
3529,1,122.625892970541
3530,1,178.340937864034
3531,1,90.1423995111775
3532,3,150.546548042529
3533,1,141.883433753619
3534,1,178.767396551516
3535,2,524.002870772789
3536,1,247.121110524191
3537,1,233.461543840436
3538,2,190.491023823199
3539,1,137.688053360201
